Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,20330104
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,76.2
Kenya,KEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,31.6330340816429
Kenya,KEN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,18.8247071859348
Kenya,KEN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,48.9805623380495
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6317.03904665091
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.646
Kenya,KEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Kenya,KEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.96229304413263
Kenya,KEN,"Population, total",SP.POP.TOTL,55339003
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.9
Kiribati,KIR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.5244676194408
Kiribati,KIR,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Kiribati,KIR,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3485.55808311399
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.473
Kiribati,KIR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Kiribati,KIR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,16.39053
Kiribati,KIR,"Population, total",SP.POP.TOTL,132530
"Korea, Dem. People's Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,57.5
"Korea, Dem. People's Rep.",PRK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.5382165423021
"Korea, Dem. People's Rep.",PRK,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
"Korea, Dem. People's Rep.",PRK,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
"Korea, Dem. People's Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.642
"Korea, Dem. People's Rep.",PRK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Korea, Dem. People's Rep.",PRK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,26418204
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Korea, Rep.",KOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.1645551720421
"Korea, Rep.",KOR,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,6.33497186956266
"Korea, Rep.",KOR,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,1.646011457517
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,57429.8031076402
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.4292682926829
"Korea, Rep.",KOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,51712619
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,..
Kosovo,XKX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.1105579101515
Kosovo,XKX,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Kosovo,XKX,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Kosovo,XKX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15804.4065754058
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.033
Kosovo,XKX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Kosovo,XKX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Kosovo,XKX,"Population, total",SP.POP.TOTL,1682668
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Kuwait,KWT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Kuwait,KWT,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,17.1095766003205
Kuwait,KWT,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,0.468798742130884
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,53025.4710858063
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.1878048780488
Kuwait,KWT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Kuwait,KWT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.0262608311279
Kuwait,KWT,"Population, total",SP.POP.TOTL,4853420
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Kyrgyz Republic,KGZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.706439175362
Kyrgyz Republic,KGZ,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.24560938263853
Kyrgyz Republic,KGZ,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,11.5143020989457
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7298.08612561933
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.2487804878049
Kyrgyz Republic,KGZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Kyrgyz Republic,KGZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.82694680798777
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,7099750
Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.5
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.8070088517156
Lao PDR,LAO,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,12.6886401660591
Lao PDR,LAO,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,23.2332990831131
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9291.78859001138
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.964
Lao PDR,LAO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,75.6399993896484
Lao PDR,LAO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.23375160355741
Lao PDR,LAO,"Population, total",SP.POP.TOTL,7664993
Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Latvia,LVA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.3586316343061
Latvia,LVA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,18.6799464201277
Latvia,LVA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,22.1437646200932
Latvia,LVA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,42576.4060799457
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.6780487804878
Latvia,LVA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Latvia,LVA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Latvia,LVA,"Population, total",SP.POP.TOTL,1883710
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Lebanon,LBN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,90.4524074197598
Lebanon,LBN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,16.2628211646141
Lebanon,LBN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,16.4425663042855
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12574.8329116403
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.817
Lebanon,LBN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Lebanon,LBN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.50416361108086
Lebanon,LBN,"Population, total",SP.POP.TOTL,5773493
Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,57.3
Lesotho,LSO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.6781596804785
Lesotho,LSO,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,22.5085951092009
Lesotho,LSO,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,13.9943146225283
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2880.96629615692
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.375
Lesotho,LSO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Lesotho,LSO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.29011355590957
Lesotho,LSO,"Population, total",SP.POP.TOTL,2311472
Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,32.5
Liberia,LBR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.997863482224
Liberia,LBR,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,23.0903875580164
Liberia,LBR,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,24.4632706892066
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1794.53340863362
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.163
Liberia,LBR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Liberia,LBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.2665256232687
Liberia,LBR,"Population, total",SP.POP.TOTL,5493031
Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,73.2
Libya,LBY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.8647197919848
Libya,LBY,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Libya,LBY,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13847.0792190045
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.339
Libya,LBY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Libya,LBY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Libya,LBY,"Population, total",SP.POP.TOTL,7305659
Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Liechtenstein,LIE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,14.6783761234077
Liechtenstein,LIE,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Liechtenstein,LIE,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.8414634146342
Liechtenstein,LIE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Liechtenstein,LIE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,39846
Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Lithuania,LTU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.575454583199
Lithuania,LTU,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,12.688496862156
Lithuania,LTU,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,18.5593608988671
Lithuania,LTU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,52348.2468215268
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.9878048780488
Lithuania,LTU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Lithuania,LTU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Lithuania,LTU,"Population, total",SP.POP.TOTL,2871585
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Luxembourg,LUX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.8015300320787
Luxembourg,LUX,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,13.6078364804508
Luxembourg,LUX,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,10.9833728201137
Luxembourg,LUX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,150508.218886888
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.3585365853659
Luxembourg,LUX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Luxembourg,LUX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Luxembourg,LUX,"Population, total",SP.POP.TOTL,666430
"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Macao SAR, China",MAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
"Macao SAR, China",MAC,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,18.1924961860935
"Macao SAR, China",MAC,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,28.7183191994156
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,116328.540600134
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.1804878048781
"Macao SAR, China",MAC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Macao SAR, China",MAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.50183010101318
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,678800
Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,39.4
Madagascar,MDG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,31.9799438860946
Madagascar,MDG,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,18.0933612117187
Madagascar,MDG,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,27.5461585814086
Madagascar,MDG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1808.44779038579
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.632
Madagascar,MDG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Madagascar,MDG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.04770386693564
Madagascar,MDG,"Population, total",SP.POP.TOTL,31195932
Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,15.6
Malawi,MWI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.9748746665356
Malawi,MWI,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,8.94279490229731
Malawi,MWI,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,89.2004067002169
Malawi,MWI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1830.46461287442
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.353
Malawi,MWI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Malawi,MWI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Malawi,MWI,"Population, total",SP.POP.TOTL,21104482
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.4434752105739
Malaysia,MYS,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,8.34559944038586
Malaysia,MYS,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,9.54179049585687
Malaysia,MYS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,36466.8914938333
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.657
Malaysia,MYS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Malaysia,MYS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.51480007171631
Malaysia,MYS,"Population, total",SP.POP.TOTL,35126298
Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Maldives,MDV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,41.5096832933973
Maldives,MDV,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,19.7880793368526
Maldives,MDV,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,96.5436194659271
Maldives,MDV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,24786.2032123451
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.041
Maldives,MDV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Maldives,MDV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.16706374664829
Maldives,MDV,"Population, total",SP.POP.TOTL,525994
Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,54.5
Mali,MLI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,31.0031889023235
Mali,MLI,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,13.5059344388347
Mali,MLI,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,6.16572092381273
Mali,MLI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3174.62960276396
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.439
Mali,MLI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Mali,MLI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.18465094218116
Mali,MLI,"Population, total",SP.POP.TOTL,23769127
Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Malta,MLT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,95.6272277147965
Malta,MLT,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,13.6074999653643
Malta,MLT,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,10.0984861315188
Malta,MLT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,67057.2184329891
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.5073170731707
Malta,MLT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Malta,MLT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Malta,MLT,"Population, total",SP.POP.TOTL,552747
Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Marshall Islands,MHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.3593928884282
Marshall Islands,MHL,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Marshall Islands,MHL,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7548.73253747944
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.945
Marshall Islands,MHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Marshall Islands,MHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,38827
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,50.3
Mauritania,MRT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.7142464747058
Mauritania,MRT,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,25.2900300589906
Mauritania,MRT,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,20.1257963529639
Mauritania,MRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6965.90953574715
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.484
Mauritania,MRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Mauritania,MRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.71521997451782
Mauritania,MRT,"Population, total",SP.POP.TOTL,5022441
Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Mauritius,MUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.0039901092226
